date,product_id,units_sold,revenue,discount_applied,promotion_type,season
2025-01-11,393,2,252.3,0,clearance,Fall
2025-01-11,653,80,38357.6,0,clearance,Spring
2025-01-11,367,49,45096.66,0.04,sale,Spring
2025-01-11,397,1,811.37,0,none,Spring
2025-01-11,24,99,65516.22,0,sale,Spring
2025-01-11,317,79,21273.12,0.11,bundle,Fall
2025-01-12,139,45,24049.35,0.04,clearance,Summer
2025-01-12,673,99,65317.23,0,sale,Fall
2025-01-12,502,23,6526.94,0,clearance,Summer
2025-01-12,794,89,79255.39,0.23,clearance,Summer
2025-01-12,773,7,1696.1,0,clearance,Spring
2025-01-12,242,78,19426.68,0,clearance,Summer
2025-01-12,544,62,29870.36,0,sale,Spring
2025-01-12,725,4,2546.4,0,clearance,Fall
2025-01-12,617,27,26089.56,0,clearance,Spring
2025-01-12,860,58,23314.84,0,none,Winter
2025-01-12,729,5,4048.95,0,clearance,Spring
2025-01-12,354,84,65002.56,0.1,clearance,Winter
2025-01-12,318,63,5109.93,0,bundle,Fall
2025-01-12,406,28,6149.92,0,sale,Winter
2025-01-12,215,6,538.92,0,none,Fall
2025-01-12,752,73,30850.53,0.09,sale,Winter
2025-01-12,458,74,60790.26,0,bundle,Summer
2025-01-12,386,85,32444.5,0.11,sale,Spring
2025-01-12,955,34,16851.08,0,none,Fall
2025-01-12,329,69,29356.05,0,sale,Fall
2025-01-12,373,7,1381.45,0,none,Winter
2025-01-12,286,36,9327.24,0,sale,Summer
2025-01-12,196,62,49529.32,0.28,bundle,Spring
2025-01-12,197,38,24871.76,0.17,sale,Spring
2025-01-12,605,38,16176.6,0,none,Spring
2025-01-12,668,3,734.7,0.07,bundle,Fall
2025-01-12,930,43,21924.84,0,bundle,Summer
2025-01-12,130,24,13580.88,0.06,clearance,Fall
2025-01-12,597,3,112.08,0,clearance,Summer
2025-01-12,255,92,22916.28,0,clearance,Fall
2025-01-12,430,30,975,0,sale,Spring
2025-01-12,927,24,15049.44,0,none,Fall
2025-01-12,47,85,24476.6,0,none,Winter
2025-01-12,141,57,52958.13,0,none,Fall
2025-01-12,139,53,6674.82,0,bundle,Spring
2025-01-12,86,66,56996.28,0,clearance,Winter
2025-01-12,711,26,24759.28,0,clearance,Summer
2025-01-12,687,21,5181.75,0,none,Winter
2025-01-12,824,66,36445.86,0,none,Spring
2025-01-12,286,33,10544.49,0,clearance,Fall
2025-01-12,132,97,17576.4,0,bundle,Summer
2025-01-12,737,9,6010.29,0,none,Summer
2025-01-12,747,67,42342.66,0,bundle,Spring
2025-01-12,493,84,32854.08,0,clearance,Summer
2025-01-12,86,38,16806.26,0,none,Summer
2025-01-12,722,19,9701.02,0,none,Winter
2025-01-12,350,89,37096.98,0,sale,Summer
2025-01-12,28,35,15398.6,0.24,bundle,Fall
2025-01-12,349,90,88710.3,0.16,bundle,Fall
2025-01-12,565,17,15550.24,0,bundle,Winter
2025-01-12,89,61,59701.92,0,sale,Spring
2025-01-12,410,24,10908.24,0.15,none,Winter
2025-01-12,613,78,6907.68,0,none,Spring
2025-01-12,51,46,3083.84,0,sale,Winter
2025-01-12,392,58,51508.06,0,clearance,Spring
2025-01-12,970,87,38192.13,0,none,Summer
2025-01-12,617,59,49511.03,0,sale,Summer
2025-01-12,537,39,11717.94,0,sale,Spring
2025-01-12,289,30,18376.2,0,clearance,Spring
2025-01-12,610,84,50860.32,0.24,bundle,Summer
2025-01-12,108,98,92338.54,0.25,clearance,Summer
2025-01-12,299,26,11090.56,0,bundle,Winter
2025-01-12,37,74,12625.14,0.25,sale,Fall
2025-01-12,966,45,38965.5,0,bundle,Winter
2025-01-12,69,28,27405.56,0,sale,Spring
2025-01-12,137,59,15223.18,0,clearance,Spring
2025-01-12,440,41,33302.25,0,bundle,Summer
2025-01-12,881,1,766.6,0,clearance,Winter
2025-01-12,205,6,5044.44,0.26,none,Fall
2025-01-12,546,25,8192.75,0,none,Spring
2025-01-12,834,98,96187.98,0,none,Fall
2025-01-12,458,98,66015.74,0,bundle,Summer
2025-01-12,680,1,358.71,0,clearance,Spring
2025-01-12,3,28,4482.8,0,none,Winter
2025-01-12,607,3,2333.52,0,bundle,Spring
2025-01-12,375,85,7667.85,0.23,none,Spring
2025-01-12,265,92,16106.44,0,sale,Fall
2025-01-12,188,14,452.62,0,bundle,Summer
2025-01-12,926,12,2243.16,0.11,clearance,Fall
2025-01-12,343,20,6760,0,clearance,Summer
2025-01-12,576,37,13695.55,0,clearance,Fall
2025-01-12,794,37,12323.22,0,none,Winter
2025-01-12,817,93,81447.54,0.3,none,Winter
2025-01-12,394,43,11710.19,0,bundle,Fall
2025-01-12,242,59,24395.32,0,sale,Winter
2025-01-12,191,35,10490.9,0,bundle,Fall
2025-01-12,876,23,22355.08,0,clearance,Spring
2025-01-12,362,61,42326.07,0,bundle,Fall
2025-01-12,886,38,12306.3,0,clearance,Summer
2025-01-12,496,10,4903.5,0,none,Summer
2025-01-12,786,100,56478,0,clearance,Fall
2025-01-12,65,99,36980.46,0,clearance,Summer
2025-01-12,761,73,3145.57,0,bundle,Spring
2025-01-12,773,5,704.9,0,bundle,Winter
2025-01-12,426,27,22139.73,0,bundle,Spring
2025-01-12,138,31,22793.99,0,bundle,Winter
2025-01-12,855,51,10934.4,0,sale,Spring
2025-01-12,550,80,57772.8,0,none,Fall
2025-01-12,196,53,9830.97,0,bundle,Winter
2025-01-12,188,70,14255.5,0.3,clearance,Winter
2025-01-13,204,32,26874.88,0,bundle,Spring
2025-01-13,982,52,9420.32,0,clearance,Fall
2025-01-13,271,20,20068.8,0,none,Spring
2025-01-13,66,2,1621,0,clearance,Summer
2025-01-13,899,26,12451.66,0,none,Fall
2025-01-13,147,16,15495.68,0.21,bundle,Fall
2025-01-13,257,33,6724.08,0,sale,Spring
2025-01-13,312,78,35913.54,0,clearance,Summer
2025-01-13,893,52,48350.64,0,clearance,Spring
2025-01-13,723,59,22622.37,0,sale,Summer
2025-01-13,83,34,21110.26,0,clearance,Spring
2025-01-13,415,28,3633.84,0,clearance,Spring
2025-01-13,330,90,42412.5,0.1,sale,Summer
2025-01-13,170,97,35606.76,0,sale,Winter
2025-01-13,248,11,5151.85,0,bundle,Summer
2025-01-13,230,39,27347.97,0,sale,Winter
2025-01-13,828,32,2740.16,0.19,clearance,Summer
2025-01-13,767,19,1614.62,0.06,none,Spring
2025-01-13,54,26,23951.2,0,sale,Winter
2025-01-13,290,45,33321.6,0.26,clearance,Spring
2025-01-13,820,60,16891.2,0,bundle,Winter
2025-01-13,737,1,763.52,0,clearance,Winter
2025-01-13,387,79,64327.33,0,sale,Spring
2025-01-13,551,13,1918.8,0,clearance,Winter
2025-01-13,470,25,13304.5,0.11,none,Spring
2025-01-13,489,3,1214.91,0,bundle,Fall
2025-01-13,949,100,58672,0.01,sale,Winter
2025-01-13,452,65,22033.05,0.21,bundle,Spring
2025-01-13,330,91,31273.97,0,bundle,Fall
2025-01-13,458,31,20263.46,0,none,Fall
2025-01-13,308,80,42628.8,0.19,clearance,Summer
2025-01-13,954,100,49767,0,clearance,Summer
2025-01-13,223,49,2705.78,0,sale,Spring
2025-01-13,79,16,14200,0,sale,Summer
2025-01-13,710,78,49937.94,0,sale,Fall
2025-01-13,827,69,12836.76,0,clearance,Summer
2025-01-13,542,73,36654.03,0,none,Fall
2025-01-13,515,43,38739.99,0,bundle,Spring
2025-01-13,51,86,58847.22,0.03,clearance,Spring
2025-01-13,710,19,10938.11,0,clearance,Winter
2025-01-13,220,9,5618.16,0,sale,Summer
2025-01-13,306,68,37043.68,0.27,bundle,Winter
2025-01-13,785,98,50070.16,0,clearance,Summer
2025-01-13,25,49,37488.92,0,none,Summer
2025-01-13,775,56,37527.84,0,sale,Spring
2025-01-13,59,62,2852.62,0,bundle,Spring
2025-01-13,930,9,5953.14,0,sale,Winter
2025-01-13,8,17,8854.28,0,clearance,Fall
2025-01-13,427,38,25312.94,0,bundle,Fall
2025-01-13,637,37,21539.92,0,none,Spring
2025-01-13,509,31,12586.62,0,sale,Winter
2025-01-13,121,67,52123.99,0.3,sale,Summer
2025-01-13,745,72,45033.12,0,sale,Fall
2025-01-13,948,80,23996,0,none,Spring
2025-01-13,828,43,21437.65,0,clearance,Fall
2025-01-13,184,17,3228.81,0,sale,Spring
2025-01-13,427,9,2961,0,bundle,Spring
2025-01-13,181,1,617.87,0,clearance,Winter
2025-01-13,635,29,29020.01,0.19,bundle,Summer
2025-01-13,235,34,21997.66,0,clearance,Winter
2025-01-13,184,53,32772.02,0,clearance,Winter
2025-01-13,590,67,46131.51,0,clearance,Summer
2025-01-13,908,1,342.37,0,sale,Summer
2025-01-13,447,12,5589.24,0,clearance,Fall
2025-01-13,952,93,50485.98,0,bundle,Fall
2025-01-13,741,84,22433.04,0,bundle,Fall
2025-01-13,280,52,47876.92,0,clearance,Summer
2025-01-13,641,40,23857.6,0.19,bundle,Summer
2025-01-13,461,63,59517.99,0.12,sale,Fall
2025-01-13,249,56,45774.4,0,clearance,Winter
2025-01-13,192,29,4292.29,0,bundle,Fall
2025-01-13,72,73,1861.5,0,none,Spring
2025-01-13,942,67,55476.67,0,sale,Summer
2025-01-13,67,93,48386.04,0,bundle,Spring
2025-01-13,11,89,32797.39,0,none,Fall
2025-01-13,716,78,75621.78,0,sale,Summer
2025-01-13,520,14,6901.44,0.09,none,Spring
2025-01-13,843,90,76076.1,0,bundle,Spring
2025-01-13,821,74,66957.42,0.13,bundle,Fall
2025-01-13,962,88,80724.16,0,sale,Fall
2025-01-13,460,19,12546.46,0.06,bundle,Spring
2025-01-13,836,90,89031.6,0,clearance,Spring
2025-01-13,340,70,68124.7,0,sale,Winter
2025-01-13,920,70,19804.4,0,sale,Winter
2025-01-13,370,58,53472.52,0.18,sale,Spring
2025-01-13,26,93,10498.77,0,sale,Winter
2025-01-13,896,23,12048.55,0.17,sale,Fall
2025-01-13,425,79,55170.44,0,clearance,Fall
2025-01-13,465,97,34949.1,0,clearance,Fall
2025-01-13,820,42,33674.34,0,clearance,Fall
2025-01-13,874,64,58261.12,0,none,Fall
2025-01-13,987,19,12412.89,0,clearance,Fall
2025-01-13,755,97,62330.26,0,none,Winter
2025-01-13,632,75,39258.75,0,clearance,Fall
2025-01-13,752,9,5367.42,0,clearance,Fall
2025-01-13,167,74,42575.9,0,bundle,Fall
2025-01-13,411,6,435.48,0,clearance,Winter
2025-01-13,195,12,11274.72,0,clearance,Fall
2025-01-13,873,62,59535.5,0,clearance,Winter
2025-01-13,906,24,12741.36,0,clearance,Winter
2025-01-14,148,23,14901.01,0.09,clearance,Fall
2025-01-14,771,11,9659.21,0,clearance,Winter
2025-01-14,979,24,1180.08,0.28,clearance,Summer
2025-01-14,716,78,76266.06,0,sale,Spring
2025-01-14,450,47,24366.21,0.21,sale,Fall
2025-01-14,512,99,67417.02,0.05,sale,Spring
2025-01-14,618,1,831.35,0,sale,Fall
2025-01-14,313,6,5235.12,0,clearance,Winter
2025-01-14,438,14,8767.64,0,none,Summer
2025-01-14,153,98,39751.74,0.04,none,Spring
2025-01-14,771,95,32208.8,0,clearance,Fall
2025-01-14,753,25,10681.75,0,sale,Spring
2025-01-14,764,9,3706.38,0,none,Fall
2025-01-14,290,64,11633.92,0,bundle,Fall
2025-01-14,995,5,680.5,0,none,Winter
2025-01-14,969,19,7927.94,0,bundle,Fall
2025-01-14,847,11,6588.34,0.12,none,Winter
2025-01-14,392,18,13238.46,0,clearance,Fall
2025-01-14,985,73,15586.96,0,none,Fall
2025-01-14,70,49,22215.62,0.03,sale,Winter
2025-01-14,431,25,23318.75,0.01,bundle,Summer
2025-01-14,809,66,21320.64,0,bundle,Fall
2025-01-14,608,41,41123.41,0,bundle,Spring
2025-01-14,585,5,373.75,0,sale,Spring
2025-01-14,185,49,17662.05,0,sale,Fall
2025-01-14,846,16,13900.8,0,clearance,Summer
2025-01-14,777,59,5898.82,0.1,clearance,Spring
2025-01-14,285,3,2033.97,0,none,Winter
2025-01-14,556,83,25581.43,0,bundle,Summer
2025-01-14,340,85,53364.7,0,sale,Summer
2025-01-14,319,15,1238.1,0,clearance,Spring
2025-01-14,508,82,17877.64,0,sale,Fall
2025-01-14,330,23,11120.73,0,none,Fall
2025-01-14,983,57,15904.14,0,clearance,Spring
2025-01-14,40,72,27442.8,0,clearance,Summer
2025-01-14,597,14,2383.78,0,clearance,Fall
2025-01-14,383,55,6765,0,clearance,Summer
2025-01-14,658,97,82788.53,0,clearance,Fall
2025-01-14,434,2,1625.74,0.26,clearance,Summer
2025-01-14,644,45,11683.35,0,sale,Fall
2025-01-14,414,29,21183.92,0,bundle,Fall
2025-01-14,811,75,44169,0,sale,Summer
2025-01-14,844,7,940.03,0,bundle,Summer
2025-01-14,403,58,44813.12,0,sale,Spring
2025-01-14,865,73,62777.08,0,sale,Winter
2025-01-14,223,91,46642.96,0,none,Winter
2025-01-14,283,48,15721.92,0.04,clearance,Winter
2025-01-14,640,34,18323.96,0,bundle,Winter
2025-01-14,52,89,48117.85,0,clearance,Spring
2025-01-14,940,84,22571.64,0,none,Winter
2025-01-14,771,8,2472.88,0,clearance,Summer
2025-01-14,367,19,14244.87,0.24,none,Spring
2025-01-14,998,60,16607.4,0,sale,Fall
2025-01-14,734,68,59243.64,0,clearance,Winter
2025-01-14,264,12,2258.76,0,none,Winter
2025-01-14,889,38,1968.02,0,clearance,Summer
2025-01-14,393,56,54195.68,0,none,Summer
2025-01-14,685,51,34781.49,0,clearance,Fall
2025-01-14,75,45,23046.75,0,sale,Summer
2025-01-14,661,33,26466.66,0,bundle,Spring
2025-01-14,107,39,13068.51,0,sale,Winter
2025-01-14,196,57,16353.87,0,none,Winter
2025-01-14,556,1,813.96,0,clearance,Fall
2025-01-14,923,46,29827.32,0,bundle,Summer
2025-01-14,209,61,13166.24,0,sale,Summer
2025-01-14,15,11,4437.95,0,clearance,Summer
2025-01-14,581,63,8385.93,0,bundle,Fall
2025-01-14,201,12,6782.4,0,bundle,Fall
2025-01-14,226,11,1217.37,0,clearance,Summer
2025-01-14,934,25,16280.5,0,sale,Winter
2025-01-14,547,12,2327.4,0,bundle,Winter
2025-01-14,146,95,15160.1,0,bundle,Spring
2025-01-14,984,32,27969.92,0,clearance,Winter
2025-01-14,721,20,405.4,0,bundle,Winter
2025-01-14,732,48,31777.44,0,clearance,Fall
2025-01-14,979,46,17235.28,0,clearance,Winter
2025-01-14,903,59,3571.86,0.02,none,Summer
2025-01-14,20,37,28376.04,0,clearance,Summer
2025-01-14,761,12,11709.96,0,bundle,Winter
2025-01-14,550,55,48364.25,0,sale,Spring
2025-01-14,164,17,6189.02,0,sale,Spring
2025-01-14,855,84,4269.72,0,none,Summer
2025-01-14,83,65,2969.2,0,clearance,Fall
2025-01-14,144,17,8064.29,0,sale,Winter
2025-01-14,874,85,6011.2,0,bundle,Summer
2025-01-14,705,14,10809.12,0,bundle,Winter
2025-01-14,475,74,14323.44,0.13,bundle,Summer
2025-01-14,730,85,56942.35,0.18,bundle,Winter
2025-01-14,644,50,37822,0,bundle,Summer
2025-01-14,42,74,69759.06,0,bundle,Fall
2025-01-14,599,20,284.8,0,none,Winter
2025-01-14,235,25,7289.75,0,clearance,Spring
2025-01-14,465,83,1306.42,0,none,Winter
2025-01-14,980,15,872.55,0,sale,Fall
2025-01-14,693,53,47669.79,0,bundle,Winter
2025-01-14,93,99,78701.04,0.22,none,Spring
2025-01-14,61,15,6550.35,0.02,sale,Summer
2025-01-14,526,30,22383.6,0,sale,Fall
2025-01-14,738,24,18541.2,0.12,clearance,Fall
2025-01-14,243,51,41995.95,0,sale,Winter
2025-01-15,848,87,19616.76,0.13,bundle,Winter
2025-01-15,269,52,19092.84,0,sale,Summer
2025-01-15,772,47,46407.8,0,clearance,Winter
2025-01-15,26,48,41086.08,0,sale,Fall
2025-01-15,645,60,54485.4,0,bundle,Winter
2025-01-15,889,67,50520.01,0,clearance,Fall
2025-01-15,135,61,11037.34,0,clearance,Spring
2025-01-15,530,23,22233.87,0,bundle,Fall
2025-01-15,475,45,3168.9,0,clearance,Summer
2025-01-15,29,42,32827.62,0,bundle,Winter
2025-01-15,52,67,34350.9,0,sale,Spring
2025-01-15,502,46,37195.14,0,clearance,Summer
2025-01-15,759,68,64317.8,0,bundle,Winter
2025-01-15,963,70,55820.8,0,clearance,Fall
2025-01-15,350,75,34212.75,0,bundle,Winter
2025-01-15,339,48,6634.56,0,bundle,Summer
2025-01-15,957,71,53771.14,0,bundle,Winter
2025-01-15,910,63,24331.23,0.29,bundle,Spring
2025-01-15,280,52,19019,0,sale,Fall
2025-01-15,829,2,671.58,0.27,bundle,Winter
2025-01-15,969,67,27114.23,0,bundle,Fall
2025-01-15,91,23,22724.46,0,none,Summer
2025-01-15,208,59,3840.9,0,none,Fall
2025-01-15,338,24,9084.48,0,none,Summer
2025-01-15,130,59,4437.98,0,none,Summer
2025-01-15,628,15,3635.25,0,bundle,Fall
2025-01-15,741,41,29364.2,0,sale,Summer
2025-01-15,48,70,42595.7,0,none,Fall
2025-01-15,625,58,26086.66,0,sale,Summer
2025-01-15,862,25,12907.5,0,none,Summer
2025-01-15,749,73,42491.11,0,sale,Winter
2025-01-15,731,20,6645.2,0,none,Fall
2025-01-15,594,40,7252.4,0,clearance,Spring
2025-01-15,580,41,3092.22,0,none,Fall
2025-01-15,98,63,53093.88,0,clearance,Summer
2025-01-15,509,41,30791.82,0,bundle,Winter
2025-01-15,707,56,19786.48,0,none,Fall
2025-01-15,35,35,11170.6,0,clearance,Winter
2025-01-15,155,83,10199.87,0,bundle,Fall
2025-01-15,986,62,40014.8,0,bundle,Spring
2025-01-15,13,40,30428.8,0,clearance,Fall
2025-01-15,212,7,2230.13,0,sale,Summer
2025-01-15,215,55,15416.5,0,bundle,Fall
2025-01-15,744,51,24202.56,0,none,Winter
2025-01-15,826,87,70697.07,0,bundle,Winter
2025-01-15,884,89,11881.5,0,clearance,Winter
2025-01-15,688,19,19104.31,0.04,sale,Summer
2025-01-15,98,76,8809.92,0,bundle,Spring
2025-01-15,847,94,39866.34,0,bundle,Fall
2025-01-15,473,65,1228.5,0,sale,Summer
2025-01-15,711,86,42271.58,0,none,Fall
2025-01-15,247,77,3783.01,0,none,Spring
2025-01-15,97,7,5191.83,0,none,Spring
2025-01-15,978,50,43557.5,0,none,Summer
2025-01-15,805,23,11403.17,0,clearance,Summer
2025-01-15,438,21,14705.67,0,bundle,Winter
2025-01-15,233,82,22857.5,0,clearance,Spring
2025-01-15,465,32,8191.04,0,sale,Summer
2025-01-15,209,67,54590.26,0,clearance,Fall
2025-01-15,675,69,42566.79,0,bundle,Summer
2025-01-15,408,39,6090.24,0,bundle,Spring
2025-01-15,729,84,42205.8,0,clearance,Fall
2025-01-15,748,43,35665.92,0,bundle,Summer
2025-01-15,189,63,18959.85,0,clearance,Winter
2025-01-15,576,88,84942.88,0,bundle,Spring
2025-01-15,228,5,1401.25,0,none,Summer
2025-01-15,421,59,22384.6,0,none,Spring
2025-01-15,22,83,49243.9,0,bundle,Spring
2025-01-15,140,40,4813.2,0,sale,Winter
2025-01-15,979,57,12732.09,0,sale,Fall
2025-01-15,732,23,19191.89,0,none,Summer
2025-01-15,271,30,13198.2,0.27,bundle,Winter
2025-01-15,417,95,53635.1,0.13,sale,Summer
2025-01-15,106,91,78573.95,0,clearance,Summer
2025-01-15,739,16,1087.04,0,sale,Spring
2025-01-15,302,82,38839.3,0,sale,Summer
2025-01-15,437,99,34269.84,0.2,sale,Summer
2025-01-15,702,66,24530.22,0,bundle,Fall
2025-01-15,572,16,7444,0.17,clearance,Summer
2025-01-15,109,95,8170,0,none,Winter
2025-01-15,627,44,21253.76,0,clearance,Winter
2025-01-15,782,34,8440.5,0.2,none,Summer
2025-01-15,946,53,39795.58,0,none,Fall
2025-01-15,87,13,5517.46,0,clearance,Fall
2025-01-15,600,65,17041.7,0,bundle,Spring
2025-01-15,412,9,6362.55,0,none,Winter
2025-01-15,116,12,4784.4,0,bundle,Summer
2025-01-15,212,31,29203.55,0,sale,Summer
2025-01-15,991,18,17410.14,0,sale,Spring
2025-01-15,419,97,87794.7,0,bundle,Fall
2025-01-15,720,7,6281.1,0.29,bundle,Summer
2025-01-15,976,70,2823.1,0,bundle,Summer
2025-01-15,112,19,18628.17,0.22,sale,Spring
2025-01-15,82,53,42710.58,0,clearance,Spring
2025-01-15,261,16,15220.96,0,clearance,Summer
2025-01-15,726,87,81856.56,0,clearance,Winter
2025-01-15,748,25,20107,0,none,Winter
2025-01-15,126,85,46432.95,0,sale,Spring
2025-01-15,224,91,12020.19,0,sale,Winter
2025-01-15,302,30,4625.7,0,bundle,Spring
2025-01-16,133,93,29232.69,0,none,Winter
2025-01-16,34,79,64768.94,0,sale,Summer
2025-01-16,144,18,11649.42,0,sale,Fall
2025-01-16,288,19,15076.69,0,none,Fall
2025-01-16,190,31,22391.3,0,none,Summer
2025-01-16,954,25,24174.75,0,bundle,Winter
2025-01-16,229,80,57664.8,0,sale,Spring
2025-01-16,961,72,16633.44,0,clearance,Summer
2025-01-16,460,81,60778.35,0,clearance,Fall
2025-01-16,30,85,40806.8,0,bundle,Fall
2025-01-16,250,5,1144.95,0.29,none,Winter
2025-01-16,707,34,21898.04,0,sale,Winter
2025-01-16,446,100,68181,0.27,sale,Fall
2025-01-16,981,12,8313.12,0,sale,Spring
2025-01-16,15,76,4437.64,0,none,Summer
2025-01-16,377,84,9577.68,0,sale,Fall
2025-01-16,227,72,66523.68,0,bundle,Summer
2025-01-16,736,65,31954.65,0,bundle,Summer
2025-01-16,851,16,11940.96,0,clearance,Spring
2025-01-16,572,66,4779.72,0,sale,Summer
2025-01-16,561,53,14898.3,0,none,Spring
2025-01-16,940,30,20349,0,none,Spring
2025-01-16,536,33,13701.93,0,none,Summer
2025-01-16,896,65,12920.05,0,clearance,Fall
2025-01-16,899,28,14039.2,0,sale,Spring
2025-01-16,149,66,37588.32,0.18,bundle,Summer
2025-01-16,841,46,9676.1,0.16,none,Spring
2025-01-16,705,72,28438.56,0,sale,Winter
2025-01-16,139,44,34272.04,0,none,Fall
2025-01-16,279,58,33313.46,0.04,none,Winter
2025-01-16,620,47,21130.26,0.17,clearance,Spring
2025-01-16,955,90,47567.7,0,none,Summer
2025-01-16,395,28,23391.76,0,bundle,Winter
2025-01-16,244,13,3174.08,0,clearance,Fall
2025-01-16,563,96,62870.4,0,sale,Fall
2025-01-16,591,29,12644.58,0,clearance,Winter
2025-01-16,610,67,5049.79,0,sale,Fall
2025-01-16,79,86,85195.9,0,bundle,Spring
2025-01-16,685,19,15604.51,0.16,bundle,Summer
2025-01-16,64,26,1012.44,0,bundle,Fall
2025-01-16,875,32,30953.28,0,clearance,Spring
2025-01-16,674,9,1845.63,0,bundle,Winter
2025-01-16,628,21,14829.78,0,clearance,Summer
2025-01-16,270,25,17267.25,0.22,clearance,Fall
2025-01-16,277,17,15993.6,0.21,sale,Summer
2025-01-16,774,42,34515.6,0,none,Summer
2025-01-16,843,20,13447.4,0,clearance,Fall
2025-01-16,979,75,68076.75,0,none,Winter
2025-01-16,343,63,38162.25,0,bundle,Fall
2025-01-16,391,71,10877.91,0,none,Summer
2025-01-16,781,21,311.43,0,sale,Summer
2025-01-16,222,63,14369.67,0,clearance,Fall
2025-01-16,97,16,7789.6,0,clearance,Summer
2025-01-16,262,64,16700.8,0,clearance,Spring
2025-01-16,907,39,21476.13,0,bundle,Fall
2025-01-16,114,15,1172.55,0,none,Winter
2025-01-16,363,1,206.04,0.06,sale,Fall
2025-01-16,353,24,10826.64,0,sale,Summer
2025-01-16,713,44,29294.76,0.11,bundle,Winter
2025-01-16,530,45,29027.7,0,bundle,Fall
2025-01-16,932,38,5275.54,0,clearance,Summer
2025-01-16,735,2,1977,0,none,Fall
2025-01-16,817,15,769.5,0.24,clearance,Winter
2025-01-16,669,54,5140.26,0.14,bundle,Fall
2025-01-16,344,35,6585.25,0,none,Fall
2025-01-16,596,15,10224.3,0,clearance,Winter
2025-01-16,829,96,18220.8,0,bundle,Fall
2025-01-16,890,42,28701.12,0,none,Fall
2025-01-16,269,31,25604.76,0,sale,Winter
2025-01-16,453,61,44423.86,0,sale,Summer
2025-01-16,260,89,10176.26,0.09,clearance,Fall
2025-01-16,563,65,5095.35,0,sale,Spring
2025-01-16,330,86,31670.36,0,clearance,Fall
2025-01-16,158,97,60968.38,0,clearance,Fall
2025-01-16,70,64,23816.96,0,clearance,Fall
2025-01-16,115,5,3866.05,0,sale,Summer
2025-01-16,450,80,27831.2,0,none,Spring
2025-01-16,606,1,854.88,0,clearance,Fall
2025-01-16,526,89,56703.68,0,none,Fall
2025-01-16,738,62,51074.98,0,bundle,Summer
2025-01-16,318,48,26656.8,0,bundle,Winter
2025-01-16,456,4,729.36,0.15,none,Spring
2025-01-16,804,22,12459.26,0,bundle,Fall
2025-01-16,354,82,80348.52,0,bundle,Winter
2025-01-16,553,12,12091.08,0,bundle,Fall
2025-01-16,226,68,43301.04,0,none,Fall
2025-01-16,45,84,31999.8,0,clearance,Fall
2025-01-16,671,58,44288.22,0,sale,Spring
2025-01-16,341,92,54657.2,0,clearance,Fall
2025-01-16,640,98,34174.56,0,bundle,Winter
2025-01-16,226,87,39190.89,0.1,sale,Summer
2025-01-16,956,62,26247.7,0,clearance,Summer
2025-01-16,109,77,3337.18,0,bundle,Spring
2025-01-16,344,30,26254.5,0.28,clearance,Spring
2025-01-16,546,90,33005.7,0,bundle,Summer
2025-01-16,148,84,80659.32,0.28,bundle,Summer
2025-01-16,475,46,37083.82,0,clearance,Summer
2025-01-16,929,90,58669.2,0,none,Winter
2025-01-16,953,39,35992.71,0,bundle,Summer
2025-01-16,92,28,25427.92,0,clearance,Winter
2025-01-17,839,89,14409.99,0,sale,Fall
2025-01-17,917,3,915.48,0,none,Summer
2025-01-17,857,42,40875.24,0.29,bundle,Winter
2025-01-17,56,55,3239.5,0,bundle,Summer
2025-01-17,900,33,15484.92,0,sale,Spring
2025-01-17,167,93,90464.82,0,sale,Winter
2025-01-17,783,38,4684.26,0,clearance,Spring
2025-01-17,253,85,2185.35,0,none,Summer
2025-01-17,237,53,40329.82,0,none,Winter
2025-01-17,806,58,8238.9,0.21,clearance,Spring
2025-01-17,133,49,11025,0,none,Summer
2025-01-17,144,48,3474.72,0,none,Fall
2025-01-17,197,70,33418,0,bundle,Fall
2025-01-17,215,8,2448.32,0,clearance,Summer
2025-01-17,629,75,31368,0,none,Spring
2025-01-17,377,83,55836.59,0,sale,Winter
2025-01-17,473,40,18202.4,0.16,bundle,Summer
2025-01-17,589,30,28011.9,0,clearance,Spring
2025-01-17,280,45,44708.85,0,sale,Fall
2025-01-17,238,4,2216.12,0.28,sale,Fall
2025-01-17,741,42,40615.26,0,clearance,Spring
2025-01-17,116,77,59122.91,0,none,Fall
2025-01-17,67,37,34123.99,0,bundle,Summer
2025-01-17,442,21,6993,0,bundle,Summer
2025-01-17,7,72,61141.68,0,clearance,Spring
2025-01-17,105,36,33926.4,0,none,Spring
2025-01-17,306,3,418.89,0,none,Fall
2025-01-17,504,88,73434.24,0,none,Fall
2025-01-17,201,41,15035.93,0,clearance,Spring
2025-01-17,10,17,11886.23,0.11,clearance,Winter
2025-01-17,275,95,77685.3,0,none,Spring
2025-01-17,652,58,38539.84,0.1,none,Fall
2025-01-17,878,71,58043.21,0.23,sale,Winter
2025-01-17,242,41,6370.99,0,bundle,Winter
2025-01-17,67,57,25855.2,0,sale,Winter
2025-01-17,786,55,1775.4,0,sale,Spring
2025-01-17,211,79,29178.65,0,clearance,Summer
2025-01-17,716,57,33459.57,0,sale,Spring
2025-01-17,218,33,27416.73,0,sale,Winter
2025-01-17,934,29,19203.22,0,clearance,Fall
